GO.ID	Description	p.Val	FDR	Phenotype	Genes
HP:0100498	Deviation of toes	2.76e-03	2.76e-03	1	ELN,FGFR3,XYLT1,CLIP2,COL1A1,TWIST1,BMP2,COL5A1,TGFBR2,DACT1,COL5A2,ZNF469,SCARF2
HP:0010051	Deviation of the hallux	7.74e-03	7.74e-03	1	ELN,FGFR3,CLIP2,COL1A1,TWIST1,BMP2,COL5A1,COL5A2,ZNF469,SCARF2
HP:0001822	Hallux valgus	5.62e-03	5.62e-03	1	ELN,FGFR3,CLIP2,COL1A1,TWIST1,BMP2,COL5A1,COL5A2,ZNF469,SCARF2
HP:0001991	Aplasia/Hypoplasia of toe	7.18e-03	7.18e-03	1	FGFR3,ADAMTS2,PTHLH,SALL4,MGP,GHR,PDE4D,KCNJ8,BMP2,DOCK6,LRP4,CTSK,GJA1,DACT1,ROR2,SOX11,NOG,HBA1
HP:0010760	Absent toe	9.11e-03	9.11e-03	1	PTHLH,SALL4,MGP,KCNJ8,BMP2,DOCK6,LRP4,GJA1,DACT1,ROR2,SOX11,NOG
HP:0008362	Aplasia/Hypoplasia of the hallux	2.71e-02	2.71e-02	1	PTHLH,SALL4,MGP,KCNJ8,BMP2,GJA1,NOG
HP:0001831	Short toe	4.57e-02	4.57e-02	1	FGFR3,ADAMTS2,SALL4,MGP,GHR,PDE4D,KCNJ8,BMP2,CTSK,GJA1,ROR2,NOG,HBA1
HP:0004213	Abnormality of the phalanges of the 5th finger	2.71e-02	2.71e-02	1	RUNX2,BMP2,GJA1,IGF2,ROR2,SOX11,NOG
HP:0004219	Abnormality of the middle phalanx of the 5th finger	1.52e-02	1.52e-02	1	RUNX2,BMP2,GJA1,IGF2,ROR2,NOG
HP:0003508	Proportionate short stature	4.99e-04	4.99e-04	1	FGFR3,EVC,ADAMTS2,COL9A3,SALL4,XYLT1,COMP,DLX5,COL1A1,GHR,PDE4D,FN1,COL10A1,RUNX2,ADAMTS10,GJA1,ACAN,ANTXR2,COL1A2,FBN1,FZD2
HP:0003502	Mild short stature	4.58e-04	4.58e-04	1	EVC,COL9A3,COMP,COL1A1,PDE4D,FN1,COL10A1,COL1A2
HP:0000692	Misalignment of teeth	6.09e-04	6.09e-04	1	ELN,FGFR3,GLI2,PLOD1,ADAMTS2,CLIP2,COL1A1,DSE,SOBP,LOX,PDE4D,GPR68,TWIST1,CHST3,RUNX2,COL5A1,CHSY1,ADAMTS10,HSPG2,EDNRA,GJA1,LGI4,SKI,FBN1,DCHS1,ROR2,ZEB2,SH3PXD2B,FZD2,FAT4,TCF4,COL5A2,SCARF2
HP:0006316	Irregularly spaced teeth	5.62e-03	5.62e-03	1	COL1A1,COL5A1,COL5A2
HP:0010807	Open bite	2.31e-03	2.31e-03	1	ELN,FGFR3,ADAMTS2,CLIP2,SOBP,PDE4D,GPR68,TWIST1,RUNX2,ROR2,FZD2
HP:0000377	Abnormality of the pinna	2.26e-03	2.26e-03	1	NFIX,ELN,COL11A1,FGFR3,EVC,GLI2,NALCN,GLI3,CLIP2,COL1A1,WFS1,MGP,DSE,TWIST1,CHST3,BMP4,BMP2,DOCK6,DPP6,COL5A1,KRAS,LRP4,CDH11,COL6A1,COL6A2,HSPG2,CASK,EDNRA,GJA1,LGI4,SKI,DZIP1L,NTNG1,COL6A3,DACT1,FBN1,DCHS1,MAPRE2,IGF2,BMP1,COL3A1,ZEB2,ANTXR1,EFEMP2,SH3PXD2B,FAM20C,PLEC,MAF,EXT1,COL4A1,FAT4,TCF4,SLC2A10,ADAMTSL2,COL5A2,HBA1,TWIST2,SCARF2
HP:0000411	Protruding ear	1.16e-04	1.16e-04	1	ELN,NALCN,CLIP2,DSE,BMP4,DOCK6,DPP6,COL5A1,LRP4,COL6A1,COL6A2,EDNRA,GJA1,LGI4,SKI,COL6A3,FBN1,BMP1,COL3A1,ANTXR1,SH3PXD2B,FAM20C,EXT1,COL4A1,SCARF2
HP:0004348	Abnormality of bone mineral density	7.51e-04	7.51e-04	1	NFIX,IGF1,ELN,GLI2,PLOD1,ADAMTS2,MMP2,SEC23A,PLS3,CAV1,FKBP14,SFRP4,CLIP2,COL1A1,CCND1,SEMA5A,SPARC,PDGFRB,COL7A1,KCNJ8,CHST3,COL10A1,RUNX2,COX4I2,RIN2,KRAS,LRP4,FBLN5,FKBP10,COL6A1,HSPG2,CTSK,IL17RD,SERPINH1,HMGA2,GJA1,MMP14,SKI,ANTXR2,TGFBR2,COL1A2,FBN1,DCHS1,BMP1,ZFPM2,EFEMP2,SH3PXD2B,FAM20C,NDN,FAT4,TCF4,ENPP1,ADAMTSL2,ZNF469,MAGEL2
HP:0004349	Reduced bone mineral density	3.29e-03	3.29e-03	1	NFIX,IGF1,ELN,GLI2,PLOD1,ADAMTS2,MMP2,SEC23A,PLS3,CAV1,FKBP14,SFRP4,CLIP2,COL1A1,CCND1,SPARC,PDGFRB,COL7A1,KCNJ8,CHST3,RUNX2,COX4I2,RIN2,KRAS,FBLN5,FKBP10,HSPG2,IL17RD,SERPINH1,MMP14,SKI,ANTXR2,TGFBR2,COL1A2,FBN1,DCHS1,BMP1,ZFPM2,EFEMP2,SH3PXD2B,NDN,FAT4,TCF4,ENPP1,ADAMTSL2,ZNF469,MAGEL2
HP:0000938	Osteopenia	1.93e-04	1.93e-04	1	IGF1,ELN,GLI2,ADAMTS2,MMP2,SEC23A,PLS3,CAV1,FKBP14,CLIP2,COL1A1,CCND1,PDGFRB,COL7A1,CHST3,COX4I2,KRAS,FKBP10,IL17RD,SERPINH1,SKI,ANTXR2,COL1A2,FBN1,DCHS1,SH3PXD2B,NDN,FAT4,TCF4,ADAMTSL2,MAGEL2
HP:0000939	Osteoporosis	3.34e-03	3.34e-03	1	IGF1,ELN,GLI2,PLOD1,ADAMTS2,MMP2,PLS3,CAV1,CLIP2,COL1A1,SPARC,COL7A1,KCNJ8,CHST3,RUNX2,RIN2,FBLN5,FKBP10,HSPG2,IL17RD,MMP14,ANTXR2,TGFBR2,COL1A2,BMP1,ZFPM2,EFEMP2,SH3PXD2B,NDN,FAT4,TCF4,ZNF469,MAGEL2
HP:0002308	Arnold-Chiari malformation	1.69e-02	1.69e-02	1	ELN,FGFR3,CLIP2,SMO,HMGA2,SKI,TGFBR2,DACT1,FBN1,MAF
HP:0007495	Prematurely aged appearance	2.72e-03	2.72e-03	1	SNAI2,ELN,FGFR3,PLOD1,ADAMTS2,CLIP2,GHR,COL5A1,KRAS,FBLN5,CDH11,COL1A2,COL3A1,ANTXR1,EFEMP2,KRT5,SLC2A10,ENPP1,ZNF469,TWIST2
HP:0100678	Premature skin wrinkling	1.50e-04	1.50e-04	1	ELN,FGFR3,PLOD1,ADAMTS2,COL5A1,KRAS,FBLN5,CDH11,COL1A2,COL3A1,EFEMP2,ENPP1,ZNF469,TWIST2
HP:0010647	Abnormal elasticity of skin	2.82e-06	2.82e-06	1	ELN,FGFR3,PLOD1,ADAMTS2,LAMB1,FKBP14,CLIP2,COL1A1,MGP,SPARC,PDGFRB,CHST3,COL5A1,RIN2,KRAS,FBLN5,SKI,TGFBR2,COL1A2,FBN1,MAPRE2,TNXB,COL3A1,ANTXR1,EFEMP2,EXT1,SLC2A10,ENPP1,ADAMTSL2,COL5A2,ZNF469,TWIST2
HP:0000977	Soft skin	8.34e-09	8.34e-09	1	ELN,PLOD1,ADAMTS2,FKBP14,COL1A1,MGP,SPARC,COL5A1,COL1A2,TNXB,COL3A1,EFEMP2,SLC2A10,COL5A2,ZNF469
HP:0001027	Soft, doughy skin	1.68e-02	1.68e-02	1	ADAMTS2,MGP,SLC2A10
HP:0008067	Abnormally lax or hyperextensible skin	8.98e-07	8.98e-07	1	ELN,FGFR3,PLOD1,ADAMTS2,LAMB1,FKBP14,CLIP2,COL1A1,PDGFRB,CHST3,COL5A1,RIN2,KRAS,FBLN5,SKI,COL1A2,FBN1,MAPRE2,TNXB,COL3A1,ANTXR1,EFEMP2,EXT1,SLC2A10,ENPP1,COL5A2,ZNF469,TWIST2
HP:0000973	Cutis laxa	2.50e-04	2.50e-04	1	ELN,FGFR3,PLOD1,ADAMTS2,LAMB1,CLIP2,CHST3,COL5A1,RIN2,KRAS,FBLN5,FBN1,COL3A1,EFEMP2,EXT1,SLC2A10,ZNF469,TWIST2
HP:0001582	Redundant skin	2.76e-03	2.76e-03	1	ELN,FGFR3,ADAMTS2,CLIP2,COL5A1,RIN2,KRAS,FBLN5,COL3A1,EFEMP2,EXT1,SLC2A10,TWIST2
HP:0000974	Hyperextensible skin	4.92e-10	4.92e-10	1	FGFR3,PLOD1,ADAMTS2,FKBP14,COL1A1,PDGFRB,CHST3,COL5A1,RIN2,KRAS,FBLN5,SKI,COL1A2,FBN1,TNXB,COL3A1,ANTXR1,SLC2A10,ENPP1,COL5A2,ZNF469,TWIST2
HP:0007392	Excessive wrinkled skin	2.06e-03	2.06e-03	1	FGFR3,PLOD1,ADAMTS2,COL5A1,KRAS,COL1A2,COL3A1,ENPP1,ZNF469,TWIST2
HP:0005222	Bowel diverticulosis	1.17e-02	1.17e-02	1	ELN,CLIP2,COL1A1,COL5A1,FBLN5,EFEMP2,COL5A2
HP:0004890	Elevated pulmonary artery pressure	5.47e-03	5.47e-03	1	NFIX,FGFR3,FOXF1,CAV1,ACTA2,COL1A1,MGP,CTGF,SMAD9,CHST3,DOCK6,KRAS,HSPG2,GJA1,COL1A2,FBN1,KCNK3
HP:0002092	Pulmonary arterial hypertension	5.47e-03	5.47e-03	1	NFIX,FGFR3,FOXF1,CAV1,ACTA2,COL1A1,MGP,CTGF,SMAD9,CHST3,DOCK6,KRAS,HSPG2,GJA1,COL1A2,FBN1,KCNK3
HP:0000098	Tall stature	7.81e-06	7.81e-06	1	NFIX,ELN,FGFR3,PLOD1,FKBP14,GLI3,ACTA2,CCND1,LOX,PDGFRB,TGFB3,MYH11,KRAS,LRP4,FBLN5,COL6A1,COL6A2,HSPG2,COL6A3,TGFBR2,FBN1,IGF2,EFEMP2,PRKG1,MFAP5,ZNF469
HP:0001519	Disproportionate tall stature	3.16e-02	3.16e-02	1	PLOD1,FKBP14,LOX,TGFBR2,FBN1,ZNF469
HP:0001548	Overgrowth	1.49e-02	1.49e-02	1	NFIX,PDGFRB,KRAS,FBLN5,HSPG2,IGF2,EFEMP2
HP:0000591	Abnormal sclera morphology	1.43e-10	1.43e-10	1	NFIX,PLOD1,ADAMTS2,XYLT1,COL1A1,DSE,GHR,TGFB3,CHST3,COL5A1,CHSY1,KRAS,FKBP10,HSPG2,CTSK,SERPINH1,GJA1,TGFBR2,COL1A2,DACT1,FBN1,IGF2,BMP1,COL3A1,ROR2,FZD2,ENPP1,COL5A2,ZNF469,MFRP
HP:0000592	Blue sclerae	1.43e-10	1.43e-10	1	NFIX,PLOD1,ADAMTS2,XYLT1,COL1A1,DSE,GHR,TGFB3,CHST3,COL5A1,CHSY1,FKBP10,HSPG2,CTSK,SERPINH1,GJA1,TGFBR2,COL1A2,FBN1,IGF2,BMP1,COL3A1,ROR2,FZD2,ENPP1,COL5A2,ZNF469
HP:0000494	Downslanted palpebral fissures	3.12e-02	3.12e-02	1	NFIX,COL11A1,FGFR3,ADAMTS2,NALCN,GLI3,DSE,SEMA5A,PDGFRB,FOXP1,PRRX1,TGFB3,CHST3,BMP2,RIN2,KRAS,LRP4,CDH11,GJA1,SKI,SPRED1,FBN1,MAPRE2,ROR2,ZEB2,EFEMP2,SH3PXD2B,FAM20C,MAF,FZD2,BGN,SLC2A10,HBA1,TWIST2
HP:0000278	Retrognathia	2.36e-02	2.36e-02	1	NFIX,ELN,SPEG,ADAMTS2,GLI3,ACTA2,SEMA5A,LOX,FOXP1,TGFB3,CHST3,BMP4,MYH11,LGI4,SKI,TGFBR2,FBN1,ROR2,FAM20C,FZD2,PRKG1,FAT4,MFAP5,HBA1
HP:0001382	Joint hypermobility	1.92e-06	1.92e-06	1	NFIX,ELN,COL11A1,FGFR3,PLOD1,ADAMTS2,PTHLH,COL9A3,SEC23A,XYLT1,COMP,FKBP14,CLIP2,COL1A1,COL12A1,SEMA5A,LOX,TGFB3,COL5A1,RIN2,KRAS,FBLN5,COL6A1,COL6A2,SERPINH1,GJA1,SKI,COL6A3,TGFBR2,COL1A2,FBN1,TNXB,BMP1,COL3A1,ANTXR1,EFEMP2,SOX11,EXT1,BGN,SLC2A10,ENPP1,COL5A2,ZNF469
HP:0005072	Hyperextensibility at wrists	6.52e-04	6.52e-04	1	COL12A1,COL6A1,COL6A2,COL6A3
HP:0005692	Joint hyperflexibility	7.05e-05	7.05e-05	1	NFIX,ELN,COL11A1,FGFR3,PLOD1,ADAMTS2,PTHLH,COL9A3,SEC23A,XYLT1,COMP,CLIP2,COL1A1,SEMA5A,COL5A1,KRAS,FBLN5,SKI,TGFBR2,COL1A2,FBN1,TNXB,COL3A1,ANTXR1,EFEMP2,SOX11,EXT1,SLC2A10,ENPP1,COL5A2,ZNF469
HP:0010485	Hyperextensibility at elbow	5.62e-03	5.62e-03	1	COL1A1,COL5A1,COL5A2
HP:0006256	Abnormality of hand joint mobility	4.58e-04	4.58e-04	1	COL1A1,COL12A1,COL5A1,COL6A1,COL6A2,COL6A3,FBN1,COL5A2
HP:0006094	Finger joint hypermobility	2.94e-04	2.94e-04	1	COL1A1,COL12A1,COL5A1,COL6A1,COL6A2,COL6A3,FBN1,COL5A2
HP:0006149	Increased laxity of fingers	6.52e-04	6.52e-04	1	COL12A1,COL6A1,COL6A2,COL6A3
HP:0001238	Slender finger	3.69e-08	3.69e-08	1	CYP26B1,CNTN1,ELN,COL11A1,FGFR3,PLOD1,LAMB1,ACTA2,COL12A1,DSE,LOX,TGFB3,MYH11,FBLN5,COL6A1,COL6A2,SKI,ACTG2,COL6A3,TGFBR2,FBN1,BMP1,EFEMP2,PRKG1,SLC2A10,MFAP5,ZNF469,SCARF2
HP:0100807	Long fingers	7.81e-06	7.81e-06	1	CYP26B1,NFIX,CNTN1,ELN,COL11A1,FGFR3,PLOD1,LAMB1,DLX5,ACTA2,DSE,LOX,TGFB3,RUNX2,MYH11,FBLN5,GJA1,SKI,ACTG2,TGFBR2,FBN1,MAPRE2,BMP1,EFEMP2,NR2F1,MAF,PRKG1,TCF4,SLC2A10,MFAP5,ZNF469,SCARF2
HP:0001166	Arachnodactyly	8.98e-07	8.98e-07	1	CYP26B1,CNTN1,ELN,COL11A1,FGFR3,PLOD1,LAMB1,ACTA2,DSE,LOX,TGFB3,MYH11,FBLN5,SKI,ACTG2,TGFBR2,FBN1,BMP1,EFEMP2,PRKG1,SLC2A10,MFAP5,ZNF469,SCARF2
HP:0003468	Abnormal vertebral morphology	2.04e-06	2.04e-06	1	EXTL3,ELN,COL11A1,FGFR3,GLI2,MMP2,COL9A3,SEC23A,SALL4,PLS3,NALCN,FOXF1,COMP,SFRP4,GLI3,CLIP2,COL1A1,NKX3-2,CCND1,SPARC,PDE4D,FN1,KCNJ8,TWIST1,CHST3,COL10A1,RUNX2,MATN3,SERPINF1,KRAS,LRP4,ARMC9,CDH11,FKBP10,HSPG2,CTSK,SERPINH1,GJA1,ACAN,SKI,DDR2,COL1A2,DACT1,FBN1,BMP1,ROR2,ANTXR1,SH3PXD2B,FZD2,BGN,NOG,ENPP1,PAPSS2
HP:0003312	Abnormal form of the vertebral bodies	2.95e-05	2.95e-05	1	EXTL3,ELN,COL11A1,FGFR3,COL9A3,SEC23A,COMP,SFRP4,GLI3,CLIP2,COL1A1,PDE4D,FN1,KCNJ8,TWIST1,CHST3,COL10A1,RUNX2,MATN3,SERPINF1,LRP4,ARMC9,CDH11,FKBP10,HSPG2,SERPINH1,GJA1,ACAN,SKI,DDR2,COL1A2,FBN1,BMP1,ROR2,ANTXR1,SH3PXD2B,FZD2,BGN,ENPP1,PAPSS2
HP:0000926	Platyspondyly	6.21e-05	6.21e-05	1	EXTL3,COL11A1,FGFR3,COL9A3,COMP,SFRP4,COL1A1,KCNJ8,COL10A1,RUNX2,MATN3,FKBP10,HSPG2,SERPINH1,ACAN,DDR2,COL1A2,BMP1,BGN,PAPSS2
HP:0005106	Abnormality of the vertebral endplates	8.72e-03	8.72e-03	1	COL11A1,COL9A3,COMP,FN1,CHST3,COL10A1,ENPP1,PAPSS2
HP:0003301	Irregular vertebral endplates	3.91e-02	3.91e-02	1	COL11A1,COL9A3,COMP,CHST3,COL10A1,PAPSS2
HP:0002953	Vertebral compression fractures	1.17e-02	1.17e-02	1	MMP2,PLS3,CCND1,SPARC,SERPINF1,FKBP10,SERPINH1
HP:0200036	Skin nodule	3.79e-04	3.79e-04	1	MMP2,COL1A1,PDGFRB,COL7A1,TEK,COL5A1,KRAS,ECM1,HMGA2,KIT,ANTXR2,GJB2,DACT1,FBN1,TNXB,COL3A1,LPL,ENPP1,COL5A2,MC1R
HP:0001482	Subcutaneous nodule	6.11e-04	6.11e-04	1	MMP2,COL1A1,PDGFRB,TEK,COL5A1,KRAS,ECM1,HMGA2,KIT,ANTXR2,GJB2,DACT1,FBN1,TNXB,COL3A1,ENPP1,COL5A2,MC1R
HP:0025014	Subcutaneous spheroids	5.62e-03	5.62e-03	1	COL1A1,COL5A1,COL5A2
HP:0000309	Abnormality of the midface	7.93e-06	7.93e-06	1	NFIX,EXTL3,ELN,COL11A1,FGFR3,GLI2,COL9A3,SEC23A,NALCN,COL1A1,MGP,SEMA5A,GHR,PDE4D,PDGFRB,PKD2,TGFB3,TWIST1,CHST3,RUNX2,BMP4,BMP2,KRAS,LRP4,FBLN5,CDH11,HSPG2,ADAMTSL4,CTSK,SERPINH1,EDNRA,GJA1,ACAN,SKI,DDR2,TGFBR2,COL1A2,DACT1,FBN1,DCHS1,IGF2,ROR2,ANTXR1,ZFPM2,EFEMP2,SH3PXD2B,SOX11,FAM20C,MAF,FZD2,BGN,GPC6,FAT4,TCF4,SLC2A10,HBA1,SCARF2
HP:0011800	Midface retrusion	3.66e-06	3.66e-06	1	NFIX,ELN,COL11A1,FGFR3,GLI2,SEC23A,COL1A1,MGP,GHR,PDE4D,PDGFRB,PKD2,TGFB3,TWIST1,CHST3,RUNX2,BMP4,KRAS,CTSK,SERPINH1,ACAN,SKI,DDR2,COL1A2,FBN1,DCHS1,IGF2,ROR2,ANTXR1,SOX11,FAM20C,MAF,FZD2,FAT4
HP:0010668	Abnormality of the zygomatic bone	1.92e-06	1.92e-06	1	NFIX,ELN,COL11A1,FGFR3,GLI2,COL9A3,SEC23A,CLIP2,COL1A1,MGP,PDE4D,TWIST1,RUNX2,BMP4,BMP2,KRAS,LRP4,HSPG2,ADAMTSL4,CTSK,SERPINH1,GJA1,ACAN,DDR2,TGFBR2,COL1A2,FBN1,DCHS1,ROR2,FAM20C,MAF,FZD2,BGN,GPC6,FAT4,SLC2A10,HBA1,TWIST2,SCARF2
HP:0012369	Abnormality of malar bones	3.19e-06	3.19e-06	1	NFIX,ELN,COL11A1,FGFR3,GLI2,COL9A3,SEC23A,COL1A1,MGP,PDE4D,TWIST1,RUNX2,BMP4,BMP2,LRP4,HSPG2,ADAMTSL4,CTSK,SERPINH1,GJA1,ACAN,DDR2,TGFBR2,COL1A2,FBN1,DCHS1,ROR2,FAM20C,MAF,FZD2,BGN,GPC6,FAT4,SLC2A10,HBA1,SCARF2
HP:0000272	Malar flattening	1.92e-06	1.92e-06	1	NFIX,ELN,COL11A1,FGFR3,GLI2,COL9A3,SEC23A,COL1A1,MGP,PDE4D,TWIST1,RUNX2,BMP4,BMP2,LRP4,HSPG2,ADAMTSL4,CTSK,SERPINH1,GJA1,ACAN,DDR2,TGFBR2,COL1A2,FBN1,DCHS1,ROR2,FAM20C,MAF,FZD2,BGN,GPC6,FAT4,SLC2A10,HBA1,SCARF2
HP:0001883	Talipes	4.62e-02	4.62e-02	1	EVC,PLOD1,SALL4,NALCN,FKBP14,GLI3,PMP22,DSE,TGFB3,CHST3,DOCK6,COL5A1,FKBP10,COL6A1,COL6A2,HSPG2,MEGF10,LGI4,SKI,SHROOM4,COL6A3,TGFBR2,FBN1,DCHS1,COL3A1,SH3PXD2B,DES,EXT1,BICD2,FAT4,HBA1,TWIST2,SCARF2
HP:0008081	Pes valgus	1.89e-03	1.89e-03	1	COL12A1,COL6A1,COL6A2,COL6A3,FBN1,TCF4
HP:0025104	Capillary malformation	2.15e-02	2.15e-02	1	ELN,CLIP2,LTBP2,TEK,KRAS,CYP1B1,IGF2,ROR2,FZD2
HP:0001052	Nevus flammeus	1.57e-02	1.57e-02	1	ELN,CLIP2,LTBP2,TEK,KRAS,CYP1B1,IGF2,ROR2,FZD2
HP:0007900	Hypoplastic lacrimal duct	3.38e-02	3.38e-02	1	FGFR3,COL5A1,COL3A1
HP:0008065	Aplasia/Hypoplasia of the skin	9.77e-04	9.77e-04	1	NFIX,PLOD1,ADAMTS2,FKBP14,COL1A1,MGP,PDGFRB,COL7A1,SMO,DOCK6,COL5A1,KRAS,GJA1,ANTXR2,TGFBR2,COL1A2,FBN1,TNXB,COL3A1,PLEC,KRT5,SLC2A10,ENPP1,COL5A2,TWIST2
HP:0004334	Dermal atrophy	4.65e-03	4.65e-03	1	FKBP14,COL1A1,MGP,COL7A1,COL5A1,GJA1,TGFBR2,COL1A2,FBN1,COL3A1,PLEC,KRT5,ENPP1,COL5A2,TWIST2
HP:0000963	Thin skin	8.10e-03	8.10e-03	1	NFIX,PLOD1,ADAMTS2,COL1A1,PDGFRB,COL7A1,COL5A1,TGFBR2,COL1A2,TNXB,COL3A1,SLC2A10,COL5A2,TWIST2
HP:0001075	Atrophic scars	4.64e-04	4.64e-04	1	FKBP14,COL1A1,COL7A1,COL5A1,COL1A2,COL3A1,PLEC,KRT5,COL5A2
HP:0001073	Cigarette-paper scars	5.62e-03	5.62e-03	1	COL1A1,COL5A1,COL3A1,COL5A2
HP:0006460	Increased laxity of ankles	5.62e-03	5.62e-03	1	COL6A1,COL6A2,COL6A3
HP:0001640	Cardiomegaly	5.26e-03	5.26e-03	1	ELN,CLIP2,ACTA2,LOX,TGFB3,KCNJ8,CHST3,MYH11,CACNA1C,TGFBR2,FBN1,IGF2,PRKG1,MFAP5
HP:0003336	Abnormal enchondral ossification	3.95e-02	3.95e-02	1	NFIX,EXTL3,COL9A3,XYLT1,COMP,NKX3-2,MGP,PDE4D,CHST3,RUNX2,MATN3,HSPG2,CTSK,GJA1,DDR2,BGN
HP:0001369	Arthritis	4.50e-02	4.50e-02	1	COL11A1,FGFR3,COL9A3,COMP,CAV1,COL1A1,GHR,PRG4,CTGF,TGFB3,COL5A1,MATN3,ACAN,COL1A2,GJB2,FBN1,TNXB,COL3A1,EXT1,COL5A2
HP:0002758	Osteoarthritis	2.14e-05	2.14e-05	1	COL11A1,FGFR3,COL9A3,COMP,COL1A1,GHR,TGFB3,COL5A1,MATN3,ACAN,COL1A2,FBN1,TNXB,COL3A1,EXT1,COL5A2
HP:0003088	Premature osteoarthritis	5.62e-03	5.62e-03	1	COL1A1,MATN3,COL1A2,FBN1
HP:0005317	Increased pulmonary vascular resistance	1.68e-02	1.68e-02	1	CAV1,SMAD9,KCNK3
HP:0001635	Congestive heart failure	1.15e-02	1.15e-02	1	ELN,FGFR3,PLOD1,CAV1,CLIP2,COL1A1,CTGF,LDB3,FLNC,FBLN5,TPM1,GJA1,COL1A2,FBN1,MAPRE2,SGCD,EFEMP2,DES,TCF4,SLC2A10,ENPP1,ADAMTSL2,PLN,HBA1
HP:0000348	High forehead	2.00e-02	2.00e-02	1	NFIX,ELN,FGFR3,GLI3,CLIP2,GHR,CCND2,TWIST1,BMP4,KRAS,CDH11,CTSK,SERPINH1,GJA1,SKI,FBN1,ANTXR1,SH3PXD2B,HIC1,MAF,HBA1
HP:0000212	Gingival overgrowth	1.59e-03	1.59e-03	1	NFIX,ELN,ADAMTS2,MMP2,CLIP2,COL5A1,RIN2,MMP14,ANTXR2,TNXB,COL3A1,ROR2,SH3PXD2B,FAM20C,FZD2,FAT4
HP:0002808	Kyphosis	2.25e-02	2.25e-02	1	EXTL3,ELN,FGFR3,PLOD1,MMP2,COMP,FKBP14,CLIP2,COL1A1,PMP22,COL12A1,FN1,TGFB3,CHST3,EGR2,RUNX2,SYNE1,KRAS,CDH11,FKBP10,COL6A1,COL6A2,HSPG2,CTSK,SKI,SHROOM4,COL6A3,COL1A2,FBN1,BMP1,ROR2,SH3PXD2B,SOX11,BGN,NDN,PAPSS2,MAGEL2
HP:0040079	Irregular dentition	6.52e-04	6.52e-04	1	NFIX,RIN2,DCHS1,FAT4
HP:0031653	Abnormal heart valve physiology	4.79e-04	4.79e-04	1	ELN,FOXF1,CLIP2,ACTA2,COL1A1,VWF,MGP,LOX,MUC5B,CCND2,LTBP2,TGFB3,CHST3,FLNC,MYH11,KRAS,FBLN5,ADAMTS10,GJA1,SKI,IGFBP7,TGFBR2,COL1A2,FBN1,DCHS1,ZEB2,EFEMP2,BGN,PRKG1,SLC2A10,MFAP5,ADAMTSL2,ZNF469
HP:0031654	Abnormal pulmonary valve physiology	5.62e-03	5.62e-03	1	ELN,FOXF1,CLIP2,COL1A1,MGP,MUC5B,LTBP2,CHST3,KRAS,FBLN5,ADAMTS10,IGFBP7,COL1A2,FBN1,ZEB2,EFEMP2,ZNF469
HP:0001642	Pulmonic stenosis	2.84e-02	2.84e-02	1	ELN,CLIP2,MGP,LTBP2,CHST3,KRAS,FBLN5,ADAMTS10,IGFBP7,FBN1,ZEB2,EFEMP2,ZNF469
HP:0031652	Abnormal aortic valve physiology	1.36e-03	1.36e-03	1	ELN,FOXF1,CLIP2,ACTA2,VWF,LOX,LTBP2,TGFB3,CHST3,MYH11,KRAS,FBLN5,ADAMTS10,TGFBR2,COL1A2,FBN1,PRKG1,SLC2A10,MFAP5,ADAMTSL2
HP:0001650	Aortic valve stenosis	1.19e-02	1.19e-02	1	ELN,FOXF1,CLIP2,VWF,LTBP2,CHST3,KRAS,FBLN5,ADAMTS10,FBN1,SLC2A10,ADAMTSL2
HP:0001659	Aortic regurgitation	1.19e-02	1.19e-02	1	ELN,ACTA2,LOX,TGFB3,CHST3,MYH11,TGFBR2,COL1A2,FBN1,PRKG1,SLC2A10,MFAP5
HP:0031650	Abnormal atrioventricular valve physiology	8.72e-03	8.72e-03	1	ELN,CLIP2,LOX,CCND2,LTBP2,TGFB3,CHST3,FLNC,FBLN5,ADAMTS10,GJA1,SKI,COL1A2,FBN1,DCHS1,BGN,ADAMTSL2
HP:0031481	Abnormal mitral valve physiology	2.41e-03	2.41e-03	1	ELN,CLIP2,LOX,CCND2,LTBP2,TGFB3,CHST3,FLNC,FBLN5,ADAMTS10,GJA1,SKI,COL1A2,FBN1,DCHS1,BGN,ADAMTSL2
HP:0001653	Mitral regurgitation	5.62e-03	5.62e-03	1	ELN,CLIP2,LOX,CCND2,LTBP2,TGFB3,CHST3,FLNC,FBLN5,ADAMTS10,SKI,COL1A2,FBN1,DCHS1,BGN
HP:0000460	Narrow nose	1.81e-02	1.81e-02	1	PDGFRB,TWIST1,GJA1,FBN1,SCARF2
HP:0000248	Brachycephaly	4.48e-02	4.48e-02	1	CYP26B1,COL11A1,FGFR3,MMP2,NALCN,DSE,PDE4D,TGFB3,TWIST1,CHST3,RUNX2,BMP4,CDH11,FKBP10,ADAMTS10,CTSK,GJA1,SKI,FBN1,FAM20C,MAF
HP:0009120	Aplasia/Hypoplasia involving the sinuses	4.27e-02	4.27e-02	1	COL11A1,SFRP4,PDE4D,RUNX2,CTSK
HP:0000559	Corneal scarring	3.96e-02	3.96e-02	1	COL7A1,TGFBI,GJB2,ZNF469
HP:0002586	Peritonitis	3.96e-02	3.96e-02	1	COL1A1,COL5A1,F5,COL5A2
HP:0100718	Uterine rupture	3.38e-02	3.38e-02	1	COL5A1,TGFBR2,COL3A1
