GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0030282	bone mineralization	9.49e-06	9.49e-06	1	IGF1,FGFR3,ASPN,TGFB3,ACVR2A,TWIST1,BMP4,BMP2,ECM1,BMP6,DDR2,CLEC3B,GREM1,S1PR1,TMEM119,ENPP1
GO:0030500	regulation of bone mineralization	1.77e-04	1.77e-04	1	TGFB3,ACVR2A,TWIST1,BMP4,BMP2,ECM1,BMP6,DDR2,GREM1,S1PR1,TMEM119,ENPP1
GO:0035630	bone mineralization involved in bone maturation	1.30e-02	1.30e-02	1	IGF1,BMP2,GREM1
GO:0060485	mesenchyme development	4.53e-14	4.53e-14	1	PHLDB1,SNAI2,HGF,EPHA3,SEMA3C,BAMBI,FOXF1,SFRP1,ACTA2,COL1A1,FN1,TCF21,PKD2,TGFB3,TWIST1,SNAI1,BMP4,BMP2,SMO,LOXL2,FOXF2,TGFB1I1,PHLDB2,SFRP2,CRB2,HMGA2,DAB2,PDPN,ACTG2,TGFBR2,HEYL,SPRY1,HAND2,HEY1,DCHS1,GREM1,SIX2,HAS2,BASP1,SOX11,NOG,ROBO2
GO:0072132	mesenchyme morphogenesis	2.61e-05	2.61e-05	1	SNAI2,ACTA2,SNAI1,BMP2,ACTG2,TGFBR2,HEYL,HEY1,DCHS1,NOG,ROBO2
GO:0003197	endocardial cushion development	1.50e-05	1.50e-05	1	SNAI2,FOXF1,SNAI1,BMP4,BMP2,TGFBR2,HEYL,HEY1,DCHS1,NOG,ROBO2
GO:0003203	endocardial cushion morphogenesis	1.21e-04	1.21e-04	1	SNAI2,SNAI1,BMP2,TGFBR2,HEYL,HEY1,DCHS1,NOG,ROBO2
GO:0048762	mesenchymal cell differentiation	1.69e-10	1.69e-10	1	PHLDB1,SNAI2,HGF,EPHA3,SEMA3C,BAMBI,SFRP1,COL1A1,FN1,TCF21,TGFB3,TWIST1,SNAI1,BMP2,LOXL2,FOXF2,TGFB1I1,PHLDB2,SFRP2,CRB2,HMGA2,DAB2,PDPN,TGFBR2,HEYL,SPRY1,HAND2,HEY1,GREM1,SIX2,HAS2,SOX11,NOG
GO:0001837	epithelial to mesenchymal transition	4.38e-09	4.38e-09	1	PHLDB1,SNAI2,HGF,EPHA3,BAMBI,SFRP1,COL1A1,TGFB3,TWIST1,SNAI1,BMP2,LOXL2,FOXF2,TGFB1I1,PHLDB2,SFRP2,CRB2,HMGA2,DAB2,PDPN,TGFBR2,HEYL,SPRY1,HEY1,GREM1,HAS2,NOG
GO:0060317	cardiac epithelial to mesenchymal transition	3.12e-05	3.12e-05	1	SNAI2,SNAI1,BMP2,TGFBR2,HEYL,SPRY1,HEY1,HAS2,NOG
GO:1903034	regulation of response to wounding	4.55e-04	4.55e-04	1	TFPI,FAP,CAV1,SERPINE1,SMOC2,F3,PLAU,PDGFRA,THBS1,PHLDB2,CASK,ADRA2A,PDPN,C1QTNF1,CD34,SELP,THBD,F2R,PRKG1
GO:1903035	negative regulation of response to wounding	1.83e-03	1.83e-03	1	TFPI,FAP,SERPINE1,PLAU,PDGFRA,THBS1,PHLDB2,CASK,C1QTNF1,CD34,THBD,PRKG1
GO:0061041	regulation of wound healing	8.88e-05	8.88e-05	1	TFPI,FAP,CAV1,SERPINE1,SMOC2,F3,PLAU,PDGFRA,THBS1,PHLDB2,CASK,ADRA2A,PDPN,C1QTNF1,CD34,SELP,THBD,F2R,PRKG1
GO:0061045	negative regulation of wound healing	5.95e-04	5.95e-04	1	TFPI,FAP,SERPINE1,PLAU,PDGFRA,THBS1,PHLDB2,CASK,C1QTNF1,CD34,THBD,PRKG1
GO:0030193	regulation of blood coagulation	2.01e-05	2.01e-05	1	TFPI,FAP,CAV1,SERPINE1,F3,PLAU,PDGFRA,THBS1,PDPN,C1QTNF1,CD34,SELP,THBD,F2R,PRKG1
GO:0030195	negative regulation of blood coagulation	1.04e-03	1.04e-03	1	TFPI,FAP,SERPINE1,PLAU,PDGFRA,THBS1,C1QTNF1,CD34,THBD,PRKG1
GO:0042730	fibrinolysis	4.11e-02	4.11e-02	1	FAP,SERPINE1,PLAU,THBS1,THBD
GO:0051917	regulation of fibrinolysis	2.86e-02	2.86e-02	1	FAP,SERPINE1,THBS1,THBD
GO:1903036	positive regulation of response to wounding	1.28e-02	1.28e-02	1	SERPINE1,SMOC2,F3,THBS1,ADRA2A,PDPN,SELP,THBD,F2R
GO:0090303	positive regulation of wound healing	6.68e-03	6.68e-03	1	SERPINE1,SMOC2,F3,THBS1,ADRA2A,PDPN,SELP,THBD,F2R
GO:0048568	embryonic organ development	2.28e-05	2.28e-05	1	GLI2,PCSK5,FOXF1,HOXA1,RARRES2,GLI3,EFEMP1,MFAP2,TCF21,PKD2,TWIST1,KDR,SMO,NES,PDGFRA,FOXF2,CRB2,KIT,TGFBR2,HEY1,FBN1,IGF2,SIX2,SOX11,NOG,ALDH1A3
GO:0048562	embryonic organ morphogenesis	1.42e-03	1.42e-03	1	FOXF1,HOXA1,EFEMP1,MFAP2,TCF21,PKD2,TWIST1,SMO,PDGFRA,FOXF2,CRB2,TGFBR2,FBN1,SIX2,SOX11,NOG,ALDH1A3
GO:0048704	embryonic skeletal system morphogenesis	1.98e-02	1.98e-02	1	HOXA1,TWIST1,PDGFRA,TGFBR2,SOX11,NOG
GO:0048048	embryonic eye morphogenesis	1.00e-03	1.00e-03	1	EFEMP1,MFAP2,TWIST1,FOXF2,FBN1,SOX11,ALDH1A3
GO:0048566	embryonic digestive tract development	1.32e-06	1.32e-06	1	GLI2,PCSK5,FOXF1,RARRES2,GLI3,TCF21,PDGFRA,FOXF2,SIX2,SOX11
GO:0031076	embryonic camera-type eye development	1.07e-02	1.07e-02	1	TWIST1,NES,FOXF2,SOX11,ALDH1A3
GO:0001667	ameboidal-type cell migration	4.25e-05	4.25e-05	1	DCN,FLT4,BCAR1,SEMA3C,FAP,ABL1,SRPX2,SYDE1,SMOC2,SEMA5A,SPARC,FGF1,FOXP1,RTN4,FN1,NRP2,TEK,NR4A1,PLCG1,BMP4,KDR,LOXL2,AGT,THBS1,CYP1B1,FGF7,EPHA2,RHOB,SLIT2,CRB2,ANGPT1,KIT,DDR2,ADAMTS9,GREM1,ZEB2,MCC,SCG2,EGR3,DPP4
GO:0010631	epithelial cell migration	1.32e-04	1.32e-04	1	DCN,FLT4,BCAR1,FAP,ABL1,SRPX2,SMOC2,SEMA5A,SPARC,FGF1,FOXP1,RTN4,NRP2,TEK,NR4A1,PLCG1,BMP4,KDR,LOXL2,AGT,THBS1,CYP1B1,FGF7,EPHA2,RHOB,SLIT2,ANGPT1,KIT,ADAMTS9,GREM1,ZEB2,MCC,SCG2,EGR3,DPP4
GO:0043542	endothelial cell migration	1.44e-04	1.44e-04	1	DCN,FLT4,BCAR1,FAP,ABL1,SRPX2,SMOC2,SEMA5A,SPARC,FGF1,FOXP1,NRP2,TEK,NR4A1,PLCG1,BMP4,KDR,LOXL2,AGT,THBS1,CYP1B1,EPHA2,RHOB,SLIT2,ANGPT1,ADAMTS9,GREM1,SCG2,EGR3,DPP4
GO:0045778	positive regulation of ossification	2.04e-05	2.04e-05	1	IGF1,HGF,TGFB3,ACVR2A,RUNX2,BMP4,BMP2,CYR61,BMP6,DDR2,NPNT,ZHX3,SOX11,TMEM119
GO:0045669	positive regulation of osteoblast differentiation	1.87e-06	1.87e-06	1	IGF1,HGF,ACVR2A,RUNX2,BMP4,BMP2,CYR61,BMP6,DDR2,NPNT,ZHX3,SOX11,TMEM119
GO:0030501	positive regulation of bone mineralization	3.47e-02	3.47e-02	1	TGFB3,ACVR2A,BMP4,BMP2,BMP6,TMEM119
GO:0001822	kidney development	2.18e-09	2.18e-09	1	GLI2,PCSK5,ACTA2,WFS1,FGF1,PDGFRB,TCF21,PKD2,TEK,SOX4,BMP4,BMP2,LIF,PODXL,SMO,LRP4,PDGFRA,AGT,SLIT2,ANGPT1,NPNT,SIX2,HAS2,CD34,BASP1,NOG,ROBO2,MME,SULF2
GO:0090183	regulation of kidney development	5.04e-03	5.04e-03	1	PDGFRB,BMP4,LIF,SMO,AGT,SIX2,BASP1,NOG
GO:0061440	kidney vasculature development	1.06e-06	1.06e-06	1	ACTA2,PDGFRB,TCF21,PKD2,TEK,BMP4,PDGFRA,ANGPT1,CD34
GO:0061439	kidney vasculature morphogenesis	1.31e-05	1.31e-05	1	PDGFRB,TCF21,PKD2,BMP4,PDGFRA
GO:0072074	kidney mesenchyme development	2.86e-02	2.86e-02	1	TCF21,PKD2,SIX2,BASP1
GO:0001823	mesonephros development	1.54e-05	1.54e-05	1	FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,SLIT2,NPNT,SIX2,BASP1,NOG,ROBO2
GO:0061217	regulation of mesonephros development	2.83e-03	2.83e-03	1	BMP4,SMO,AGT,SIX2,BASP1,NOG
GO:0001656	metanephros development	2.74e-04	2.74e-04	1	PDGFRB,TCF21,PKD2,BMP4,LIF,SMO,PDGFRA,SIX2,CD34,BASP1,ROBO2
GO:0072215	regulation of metanephros development	3.52e-02	3.52e-02	1	PDGFRB,BMP4,LIF,BASP1
GO:0072006	nephron development	3.81e-07	3.81e-07	1	ACTA2,FGF1,PDGFRB,TCF21,PKD2,TEK,BMP4,BMP2,LIF,PODXL,SMO,PDGFRA,AGT,ANGPT1,NPNT,SIX2,CD34,BASP1,NOG,SULF2
GO:0072210	metanephric nephron development	3.12e-05	3.12e-05	1	PDGFRB,TCF21,PKD2,BMP4,LIF,SMO,PDGFRA,SIX2,CD34
GO:0060993	kidney morphogenesis	1.54e-05	1.54e-05	1	FGF1,TCF21,PKD2,SOX4,BMP4,BMP2,LIF,SMO,AGT,NPNT,SIX2,BASP1,NOG
GO:0003338	metanephros morphogenesis	1.49e-03	1.49e-03	1	PKD2,BMP4,LIF,SMO,SIX2,BASP1
GO:0072028	nephron morphogenesis	7.31e-05	7.31e-05	1	FGF1,TCF21,PKD2,BMP4,BMP2,LIF,SMO,AGT,NPNT,SIX2,NOG
GO:0072273	metanephric nephron morphogenesis	4.28e-03	4.28e-03	1	PKD2,BMP4,LIF,SMO,SIX2
GO:0090184	positive regulation of kidney development	5.31e-03	5.31e-03	1	PDGFRB,BMP4,LIF,SMO,AGT,BASP1,NOG
GO:0061213	positive regulation of mesonephros development	4.40e-02	4.40e-02	1	SMO,AGT,BASP1,NOG
GO:0032990	cell part morphogenesis	7.70e-06	7.70e-06	1	FYN,GPC1,NGFR,NEDD4,MAP4K4,GLI2,SEMA3C,EPYC,NRCAM,SEMA6A,ABL1,OGN,CXCL12,CNTNAP1,SEMA5A,RTN4,NRP2,TNFRSF8,NRK,PLCG1,DLG4,DCLK1,LRP4,ZNF365,SEMA7A,APP,SLIT2,NTRK2,LRRC4C,FEZ1,GFRA1,FARP1,PTPRD,PID1,THY1,NBL1,SPON2,PDPN,NTNG1,ISLR2,SDC2,CDK5R1,SLIT3,ROBO2,PDLIM7,ARC,DOK6,TUBB3
GO:0048858	cell projection morphogenesis	9.05e-06	9.05e-06	1	FYN,GPC1,NGFR,NEDD4,MAP4K4,GLI2,SEMA3C,EPYC,NRCAM,SEMA6A,ABL1,OGN,CXCL12,CNTNAP1,SEMA5A,RTN4,NRP2,TNFRSF8,NRK,PLCG1,DLG4,DCLK1,LRP4,ZNF365,SEMA7A,APP,SLIT2,NTRK2,LRRC4C,FEZ1,GFRA1,FARP1,PTPRD,THY1,NBL1,SPON2,PDPN,NTNG1,ISLR2,SDC2,CDK5R1,SLIT3,ROBO2,PDLIM7,ARC,DOK6,TUBB3
GO:0120039	plasma membrane bounded cell projection morphogenesis	7.66e-06	7.66e-06	1	FYN,GPC1,NGFR,NEDD4,MAP4K4,GLI2,SEMA3C,EPYC,NRCAM,SEMA6A,ABL1,OGN,CXCL12,CNTNAP1,SEMA5A,RTN4,NRP2,TNFRSF8,NRK,PLCG1,DLG4,DCLK1,LRP4,ZNF365,SEMA7A,APP,SLIT2,NTRK2,LRRC4C,FEZ1,GFRA1,FARP1,PTPRD,THY1,NBL1,SPON2,PDPN,NTNG1,ISLR2,SDC2,CDK5R1,SLIT3,ROBO2,PDLIM7,ARC,DOK6,TUBB3
GO:0030279	negative regulation of ossification	7.99e-04	7.99e-04	1	CHRD,SFRP1,CDK6,TWIST1,CHSY1,LRP4,ECM1,SKI,GREM1,NOG,TWIST2
GO:0050866	negative regulation of cell activation	3.51e-02	3.51e-02	1	SFRP1,GLI3,TNFSF4,INHBA,BMP4,PDGFRA,EMILIN1,RUNX1,SOCS5,C1QTNF1,SOX11,THBD,PRKG1
GO:0050900	leukocyte migration	5.59e-05	5.59e-05	1	FYN,GPC1,CAV1,SERPINE1,RARRES2,CXCL12,COL1A1,FN1,SDC1,PGF,TEK,PLCG1,EDN2,ATP1B2,LRCH1,CCL21,THBS1,EMILIN1,CH25H,APP,SLIT2,ESAM,ITGB1,VEGFC,THY1,ANGPT1,KIT,NBL1,ITGA5,VCAM1,COL1A2,JAM3,GREM1,SDC2,S1PR1,SCG2,CYP7B1,TNFRSF10D,CD34,SELP,C10ORF99,APOD,CCL14
GO:0097529	myeloid leukocyte migration	2.57e-02	2.57e-02	1	SERPINE1,RARRES2,CXCL12,PGF,EDN2,CCL21,THBS1,EMILIN1,SLIT2,VEGFC,KIT,NBL1,JAM3,GREM1,SCG2,CCL14
GO:0097531	mast cell migration	4.48e-02	4.48e-02	1	PGF,VEGFC,KIT
GO:0031344	regulation of cell projection organization	2.50e-04	2.50e-04	1	MARK4,FYN,EPHA3,NGFR,NAV3,NEDD4,CRMP1,FSCN1,NRCAM,ABL1,CAV1,PTK7,SEMA5A,DPYSL3,RTN4,TGFB3,TNFRSF8,PODXL,DLG4,LRP4,ITM2C,SPRY2,CCL21,ZNF365,SEMA7A,EPHA2,SLIT2,NTRK2,LRRC4C,SPOCK1,PTPRD,THY1,FZD1,PDPN,CDC42EP3,ISLR2,SDC2,NR2F1,CDK5R1,ROBO2,LPAR1,ARC
GO:0120035	regulation of plasma membrane bounded cell projection organization	3.70e-04	3.70e-04	1	MARK4,FYN,EPHA3,NGFR,NAV3,NEDD4,CRMP1,FSCN1,NRCAM,ABL1,CAV1,PTK7,SEMA5A,DPYSL3,RTN4,TGFB3,TNFRSF8,PODXL,DLG4,LRP4,ITM2C,CCL21,ZNF365,SEMA7A,EPHA2,SLIT2,NTRK2,LRRC4C,SPOCK1,PTPRD,THY1,FZD1,PDPN,CDC42EP3,ISLR2,SDC2,NR2F1,CDK5R1,ROBO2,LPAR1,ARC
GO:0060231	mesenchymal to epithelial transition	4.55e-04	4.55e-04	1	BMP4,LIF,SMO,FZD7,SIX2,BASP1
GO:0050820	positive regulation of coagulation	7.22e-04	7.22e-04	1	SERPINE1,F3,THBS1,PDPN,SELP,THBD,F2R
GO:0030194	positive regulation of blood coagulation	7.22e-04	7.22e-04	1	SERPINE1,F3,THBS1,PDPN,SELP,THBD,F2R
GO:0055001	muscle cell development	2.97e-02	2.97e-02	1	IGF1,PDGFRB,SDC1,BMP4,MYH11,PDGFRA,TPM1,MEGF10,SKI,NEXN,LMOD1,SGCD,AKAP13
GO:0060840	artery development	1.09e-03	1.09e-03	1	FOXF1,HOXA1,PDGFRB,PKD2,LRP1,SOX4,BMP4,ADAMTS9,HEY1,NOG,ROBO2
GO:0035904	aorta development	5.31e-03	5.31e-03	1	PDGFRB,PKD2,LRP1,SOX4,ADAMTS9,HEY1,ROBO2
GO:0007162	negative regulation of cell adhesion	1.23e-04	1.23e-04	1	SNAI2,FBLN1,SEMA6A,SERPINE1,GLI3,CXCL12,SEMA5A,TNFSF4,TGFBI,BMP4,BMP2,PODXL,CCL21,THBS1,CYP1B1,PHLDB2,CASK,SPOCK1,ANGPT1,FZD7,RUNX1,DLC1,SOCS5,C1QTNF1,MYADM,PRKG1,APOD
GO:0033629	negative regulation of cell adhesion mediated by integrin	3.22e-02	3.22e-02	1	SNAI2,SERPINE1,CYP1B1
GO:0010812	negative regulation of cell-substrate adhesion	1.14e-02	1.14e-02	1	FBLN1,SERPINE1,THBS1,PHLDB2,CASK,SPOCK1,FZD7,DLC1,APOD
GO:0001953	negative regulation of cell-matrix adhesion	3.47e-02	3.47e-02	1	SERPINE1,THBS1,PHLDB2,CASK,DLC1,APOD
GO:0051895	negative regulation of focal adhesion assembly	3.52e-02	3.52e-02	1	THBS1,PHLDB2,DLC1,APOD
GO:0043589	skin morphogenesis	2.01e-03	2.01e-03	1	COL1A1,ERRFI1,COL1A2
GO:1903053	regulation of extracellular matrix organization	1.60e-04	1.60e-04	1	PHLDB1,FSCN1,FAP,LRP1,AGT,PHLDB2,PDPN,DDR2,DPP4
GO:0010715	regulation of extracellular matrix disassembly	7.10e-04	7.10e-04	1	FSCN1,FAP,LRP1,PDPN,DDR2,DPP4
GO:1903055	positive regulation of extracellular matrix organization	7.97e-03	7.97e-03	1	PHLDB1,FSCN1,PHLDB2,PDPN,DDR2
GO:0090091	positive regulation of extracellular matrix disassembly	3.22e-02	3.22e-02	1	FSCN1,PDPN,DDR2
GO:0003279	cardiac septum development	1.40e-04	1.40e-04	1	SEMA3C,NRP2,SOX4,BMP4,SLIT2,TGFBR2,HEYL,HEY1,ZFPM2,SOX11,NOG,SLIT3,ROBO2
GO:0003281	ventricular septum development	3.43e-05	3.43e-05	1	SOX4,BMP4,SLIT2,TGFBR2,HEYL,HEY1,ZFPM2,SOX11,NOG,SLIT3,ROBO2
GO:0060411	cardiac septum morphogenesis	1.93e-05	1.93e-05	1	SEMA3C,NRP2,SOX4,BMP4,SLIT2,TGFBR2,HEYL,HEY1,ZFPM2,SOX11,NOG,SLIT3,ROBO2
GO:0060412	ventricular septum morphogenesis	4.11e-06	4.11e-06	1	SOX4,BMP4,SLIT2,TGFBR2,HEYL,HEY1,ZFPM2,SOX11,NOG,SLIT3,ROBO2
GO:0003149	membranous septum morphogenesis	1.30e-02	1.30e-02	1	BMP4,TGFBR2,NOG
GO:0032835	glomerulus development	3.34e-05	3.34e-05	1	ACTA2,PDGFRB,TCF21,TEK,BMP4,PODXL,PDGFRA,ANGPT1,CD34,BASP1,NOG,SULF2
GO:0072224	metanephric glomerulus development	2.22e-02	2.22e-02	1	PDGFRB,TCF21,PDGFRA,CD34
GO:0072012	glomerulus vasculature development	8.81e-06	8.81e-06	1	ACTA2,PDGFRB,TCF21,TEK,BMP4,PDGFRA,ANGPT1,CD34
GO:0072109	glomerular mesangium development	5.20e-03	5.20e-03	1	ACTA2,PDGFRB,BMP4,CD34
GO:0072239	metanephric glomerulus vasculature development	5.20e-03	5.20e-03	1	PDGFRB,TCF21,PDGFRA,CD34
GO:0048546	digestive tract morphogenesis	1.00e-03	1.00e-03	1	GLI2,FOXF1,TCF21,PDGFRA,DACT1,SIX2,SOX11
GO:0048557	embryonic digestive tract morphogenesis	7.04e-04	7.04e-04	1	FOXF1,TCF21,PDGFRA,SIX2,SOX11
GO:0051271	negative regulation of cellular component movement	7.03e-05	7.03e-05	1	DCN,NAV3,ACTN1,FBLN1,CHRD,SFRP1,SERPINE1,CXCL12,SEMA5A,DPYSL3,IGFBP5,RECK,LRP1,LRCH1,CCL21,THBS1,CYP1B1,EMILIN1,TPM1,RHOB,PHLDB2,SLIT2,SFRP2,THY1,NBL1,ADAMTS9,DLC1,GREM1,COL3A1,MCC,PODN,NOG,PRKG1,APOD
GO:2000146	negative regulation of cell motility	2.09e-04	2.09e-04	1	DCN,NAV3,FBLN1,CHRD,SFRP1,SERPINE1,CXCL12,DPYSL3,IGFBP5,RECK,LRP1,LRCH1,CCL21,THBS1,CYP1B1,EMILIN1,TPM1,RHOB,PHLDB2,SLIT2,SFRP2,THY1,NBL1,ADAMTS9,DLC1,GREM1,COL3A1,MCC,PODN,NOG,PRKG1,APOD
GO:0051493	regulation of cytoskeleton organization	1.17e-04	1.17e-04	1	MARK4,PHLDB1,EPHA3,LIMA1,NAV3,FSCN1,CAPN6,PLEKHG2,ABL1,SFRP1,SYDE1,CXCL12,SEMA5A,PDGFRB,CTGF,TGFB3,TEK,LRP1,NES,PDGFRA,CCL21,TPM1,ANKRD53,PHLDB2,SLIT2,PLK2,IQGAP2,NEXN,CAPN2,CDC42EP3,LMOD1,DLC1,DAPK3,AKAP13,SYNPO2,CDK5R1,MYADM,BICD2,STMN3,LPAR1,ARHGEF15,MAGEL2
GO:0032956	regulation of actin cytoskeleton organization	2.81e-04	2.81e-04	1	EPHA3,LIMA1,FSCN1,PLEKHG2,ABL1,SFRP1,CXCL12,SEMA5A,PDGFRB,CTGF,TGFB3,TEK,LRP1,PDGFRA,CCL21,TPM1,PHLDB2,SLIT2,IQGAP2,CDC42EP3,LMOD1,DLC1,DAPK3,AKAP13,SYNPO2,MYADM,LPAR1,ARHGEF15,MAGEL2
GO:0110020	regulation of actomyosin structure organization	3.69e-02	3.69e-02	1	ABL1,SFRP1,CTGF,TGFB3,TPM1,PHLDB2,DLC1,AKAP13,LPAR1,ARHGEF15
GO:0110053	regulation of actin filament organization	5.87e-03	5.87e-03	1	LIMA1,PLEKHG2,ABL1,SFRP1,CXCL12,SEMA5A,CTGF,TGFB3,CCL21,TPM1,PHLDB2,SLIT2,IQGAP2,CDC42EP3,LMOD1,DLC1,SYNPO2,MYADM,LPAR1,ARHGEF15,MAGEL2
GO:0051495	positive regulation of cytoskeleton organization	1.92e-02	1.92e-02	1	NAV3,ABL1,SFRP1,SEMA5A,CTGF,TGFB3,TEK,NES,CCL21,TPM1,ANKRD53,IQGAP2,CDC42EP3,LMOD1,SYNPO2,CDK5R1,LPAR1,ARHGEF15,MAGEL2
GO:0060688	regulation of morphogenesis of a branching structure	3.50e-04	3.50e-04	1	SNAI2,HGF,RTN4,BMP4,SMO,AGT,SIX2,NOG
GO:0061326	renal tubule development	1.22e-04	1.22e-04	1	FGF1,TCF21,PKD2,BMP4,BMP2,LIF,SMO,AGT,NPNT,SIX2,NOG,COL4A1
GO:0051272	positive regulation of cellular component movement	1.17e-11	1.17e-11	1	IGF1,SNAI2,HGF,FLT4,BCAR1,SEMA3C,LAMB1,SEMA6A,ABL1,SRPX2,SYDE1,SERPINE1,RARRES2,CXCL12,SPOCK2,COL1A1,SMOC2,SEMA5A,SPARC,FGF1,PDGFRB,FOXP1,RTN4,FN1,IGFBP5,F3,NRP2,PGF,TEK,TWIST1,PLAU,PLCG1,SNAI1,BMP4,BMP2,EDN2,KDR,PODXL,PDGFRA,AGT,SPRY2,CCL21,THBS1,FGF7,APP,CYR61,RHOB,ADRA2A,VEGFC,DAB2,THY1,ANGPT1,MMP14,PDPN,DDR2,ROR2,HAS2,PDGFD,LRRC15,SPHK1,MYADM,F2R,TWIST2
GO:0061029	eyelid development in camera-type eye	4.48e-02	4.48e-02	1	INHBA,TWIST1,SOX11
GO:0002088	lens development in camera-type eye	2.99e-02	2.99e-02	1	WNT2B,EPHA2,SKI,SOX11,MAF
GO:0060562	epithelial tube morphogenesis	5.82e-06	5.82e-06	1	GLI2,FGF1,FOXP1,TCF21,PKD2,SOX4,BMP4,BMP2,PODXL,SMO,AGT,PRICKLE1,EPHA2,RHOB,SLIT2,SFRP2,ADAMTS12,SKI,TGFBR2,DLC1,NPNT,SIX2,SOX11,NOG,COL4A1
GO:0048754	branching morphogenesis of an epithelial tube	6.89e-07	6.89e-07	1	GLI2,FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,EPHA2,SLIT2,SFRP2,TGFBR2,NPNT,SIX2,NOG,COL4A1
GO:0061154	endothelial tube morphogenesis	7.97e-03	7.97e-03	1	FGF1,FOXP1,BMP4,RHOB,ADAMTS12
GO:1901509	regulation of endothelial tube morphogenesis	1.30e-02	1.30e-02	1	FGF1,FOXP1,ADAMTS12
GO:0061333	renal tubule morphogenesis	9.20e-05	9.20e-05	1	FGF1,TCF21,PKD2,BMP4,BMP2,SMO,AGT,NPNT,SIX2,NOG,COL4A1
GO:1905114	cell surface receptor signaling pathway involved in cell-cell signaling	3.64e-11	3.64e-11	1	MARK4,SNAI2,DKK3,CDK14,FERMT2,BAMBI,SFRP1,CAV1,SFRP4,GLI3,COL1A1,CPE,MDFI,PTK7,SEMA5A,BICC1,LRP1,SOX4,BMP4,BMP2,DLG4,WNT2B,LRP4,PRICKLE1,NKD1,IGFBP4,APP,SFRP2,NKD2,NLGN4X,LATS2,DIXDC1,TCF7L1,DAB2,APCDD1,DKK2,FZD7,FZD1,SKI,RUNX1,PRICKLE2,DACT1,GREM1,DAPK3,IGFBP6,TMEM88,ROR2,NLGN2,SOX7,SOSTDC1,MCC,HIC1,FZD2,NOG,GNG2,TMEM198,SULF2,DACT3
GO:0016055	Wnt signaling pathway	8.27e-11	8.27e-11	1	MARK4,SNAI2,DKK3,CDK14,FERMT2,BAMBI,SFRP1,CAV1,SFRP4,GLI3,COL1A1,CPE,MDFI,PTK7,SEMA5A,BICC1,LRP1,SOX4,BMP2,WNT2B,LRP4,PRICKLE1,NKD1,IGFBP4,APP,SFRP2,NKD2,LATS2,DIXDC1,TCF7L1,DAB2,APCDD1,DKK2,FZD7,FZD1,SKI,RUNX1,PRICKLE2,DACT1,GREM1,DAPK3,IGFBP6,TMEM88,ROR2,SOX7,SOSTDC1,MCC,HIC1,FZD2,NOG,GNG2,TMEM198,SULF2,DACT3
GO:0035567	non-canonical Wnt signaling pathway	6.41e-03	6.41e-03	1	SFRP1,SFRP4,PRICKLE1,NKD1,SFRP2,DAB2,FZD7,FZD1,PRICKLE2,DACT1,ROR2,FZD2,GNG2
GO:0060071	Wnt signaling pathway, planar cell polarity pathway	5.87e-03	5.87e-03	1	PRICKLE1,NKD1,DAB2,FZD7,FZD1,PRICKLE2,DACT1,ROR2,FZD2
GO:0060070	canonical Wnt signaling pathway	1.83e-09	1.83e-09	1	SNAI2,DKK3,CDK14,BAMBI,SFRP1,CAV1,SFRP4,GLI3,COL1A1,PTK7,SEMA5A,BICC1,SOX4,BMP2,WNT2B,LRP4,PRICKLE1,NKD1,IGFBP4,SFRP2,NKD2,LATS2,DIXDC1,TCF7L1,DAB2,DKK2,FZD7,FZD1,DACT1,GREM1,DAPK3,IGFBP6,TMEM88,SOX7,MCC,FZD2,NOG,TMEM198,DACT3
GO:0030111	regulation of Wnt signaling pathway	3.17e-11	3.17e-11	1	SNAI2,DKK3,CDK14,BAMBI,SFRP1,CAV1,SFRP4,GLI3,COL1A1,MDFI,SEMA5A,BICC1,LRP1,SOX4,BMP2,WNT2B,LRP4,PRICKLE1,NKD1,IGFBP4,APP,SFRP2,NKD2,LATS2,DIXDC1,TCF7L1,DAB2,APCDD1,DKK2,FZD7,SKI,RUNX1,DACT1,GREM1,DAPK3,IGFBP6,TMEM88,SOX7,SOSTDC1,MCC,HIC1,NOG,TMEM198,SULF2,DACT3
GO:0060828	regulation of canonical Wnt signaling pathway	2.77e-09	2.77e-09	1	SNAI2,DKK3,CDK14,BAMBI,SFRP1,CAV1,SFRP4,GLI3,COL1A1,SEMA5A,BICC1,SOX4,BMP2,WNT2B,LRP4,PRICKLE1,NKD1,IGFBP4,SFRP2,NKD2,LATS2,DIXDC1,DAB2,DKK2,FZD7,DACT1,GREM1,DAPK3,IGFBP6,TMEM88,SOX7,MCC,NOG,TMEM198,DACT3
GO:2000050	regulation of non-canonical Wnt signaling pathway	7.97e-03	7.97e-03	1	SFRP1,SFRP4,NKD1,DAB2,DACT1
GO:2000095	regulation of Wnt signaling pathway, planar cell polarity pathway	3.22e-02	3.22e-02	1	NKD1,DAB2,DACT1
GO:0030177	positive regulation of Wnt signaling pathway	4.84e-05	4.84e-05	1	BAMBI,SFRP1,CAV1,SFRP4,COL1A1,SEMA5A,SOX4,BMP2,WNT2B,NKD1,SFRP2,DIXDC1,DAB2,DKK2,SKI,DACT1,DAPK3,TMEM198,SULF2
